student_id,name,gender,age,gpa,study_hours_per_week,programme,region,scholarship,tuition_paid
1039,Isaac Tetteh,F,30,3.01,4,MSc Data Science,Northern,No,13250
1054,Daniel Agyeman,female,30,2.82,24,MSc Economics,Northern,No,5500
1707,Rashid Lee,M,34,3.32,7,MSc Economics,northern,no,5250
1137,Grace Lee,F,20,2.73,10,MSc Data Science,northern,no,5500
2395,Irene Asare,Male,21,2.82,32,MBA,greater accra,no,11750
1794,Michael Tetteh,Female,34,3.27,36,MSc Economics,upper west,YES,12750
1036,Adwoa Amankwah,Male,24,3.28,4,MBA,western,no,6000
1026,Ama Amankwah,male,22,1.13,15,MSc Economics,volta,no,16250
1658,Yaw Asare,M,29,1.96,ten,MPhil Statistics,eastern,no,17250
1450,Daniel Owusu,F,21,2.55,15,MSc Economics,Ashanti,YES,12750
1579,Efua Mensah,Female,18,1.86,11,MSc Economics,northern,No,?
2077,Abena Agyeman,M,25,3.07,8,MSc Data Science,Volta,No,9250
1303,Kojo Amankwah,F,23,1.16,ten,MBA,greater accra,no,15750
2433,Emmanuel Sarpong,M,18,1.64,ten,MPhil Statistics,Eastern,no,9500
2486,Efua Lee,Female,21,3.04,19,MSc Economics,ashanti,Yes,11000
2174,Abena Boateng,F,22,2.56,31,MSc Economics,Northern,No,6500
2053,Kojo Boateng,M,22,3.51,0,MPhil Statistics,Central,YES,5000
2203,Ama Ofori,M,120,3.65,16,MSc Data Science,western,YES,15000
1778,Ama Owusu,female,19,1.32,36,MBA,western,YES,18000
2229,Ama Doe,Male,34,2.4,17,MSc Economics,Volta,Yes,5250
1245,Isaac Amankwah,Female,29,2.7,ten,MSc Data Science,Eastern,YES,14000
1104,Abena Agyeman,F,20,3.59,40,MSc Economics,upper west,no,9500
1277,Grace Ofori,Male,26,3.16,16,MSc Economics,upper east,YES,15000
1394,Fatima Boateng,M,31,3.3,3,MSc Data Science,Upper East,no,9000
1111,Ama Mensah,male,32,2.64,31,MBA,upper west,No,15500
1589,Michael Owusu,F,34,2.67,35,MPhil Statistics,Ashanti,Yes,11000
1160,Emmanuel Tetteh,F,22,1.43,4,MSc Economics,Northern,no,12750
1971,Kwame Agyeman,F,22,2.29,18,MPhil Statistics, Volta ,No,4250
1748,Kofi Lee,M,23,1.48,2,MSc Economics,Central,No,13750
2188,Abena Tetteh,M,28,,17,MBA,eastern,YES,13750
2369,Emmanuel Nkrumah,Female,17,3.36,2,MSc Economics,Central,Yes,17250
1661,Efua Addo,M,23,3.79,34,MPhil Statistics,eastern,no,3000
2202,Michael Brown,M,24,2.66,10,MSc Data Science,Upper East,No,2500
1340,Grace Tetteh,M,20,3.74,2,MBA,Upper East,No,7250
1330,Samuel Addo,Male,35,1.26,19,MPhil Statistics,central,no,15250
1134,Yaw Sarpong,Male,30,2.67,25,MSc Data Science, northern ,no,17000
1638,Ama Nkrumah,F,29,3.97,28,MSc Data Science,central,No,7000
1168,Grace Boateng,Male,20,2.65,19,MBA,Greater Accra,YES,16750
2408,Rashid Agyeman,female,28,3.77,11,MBA,Eastern,no,16000
1928,Ama Asare,M,25,3.45,15,MPhil Statistics,Western,Yes,4000
1861,Grace Asare,F,27,1.01,8,MSc Data Science,Western,No,3000
2021,Kwame Mensah,F,35,2.3,35,MPhil Statistics,Greater Accra,Yes,6750
2493,Kwame Owusu,female,29,1.69,30,MBA,volta,No,6000
1025,Emmanuel Ofori,Male,23,1.41,12,MSc Economics,Western,No,3500
1807,Efua Owusu,female,35,,20,MPhil Statistics,Upper East,Yes,15000
2424,Adwoa Asare,M,22,1.71,1,MPhil Statistics,Northern,No,2000
1444,Yaw Addo,F,twenty-two,1.31,5,MSc Data Science,eastern,no,11000
1151,Efua Owusu,Female,28,2.51,27,MSc Economics,volta,Yes,12250
2319,Kwame Addo,Male,25,2.01,24,MPhil Statistics,Ashanti,no,4250
1095,Kofi Doe,female,32,1.84,28,MSc Economics,ashanti,no,2500
2364,Rashid Tetteh,male,18,,23,MSc Economics,upper east,no,11250
1218,Irene Nkrumah,M,31,2.52,38,MPhil Statistics,Western,YES,2750
1382,Abena Asare,male,27,1.31,5,MSc Economics,northern,YES,2750
2048,Fatima Mensah,female,28,2.84,5,MSc Data Science,western,no,14750
1781,Selina Addo,Male,33,3.26,40,MSc Data Science,Volta,No,13250
1901,Selina Agyeman,M,21,,25,MPhil Statistics,Western,no,2000
2447,Abena Mensah,male,23,2.17,8,MPhil Statistics,Central,No,10500
1865,Abena Owusu,Female,32,2.24,11,MSc Data Science,upper west,no,8750
1293,Yaw Mensah,female,30,1.35,39,MPhil Statistics,Northern,Yes,13000
1713,Kojo Asare,female,34,1.49,3,MSc Economics,northern,No,17750
1101,Emmanuel Ofori,F,22,4.0,1,MBA,greater accra,Yes,4250
2050,Kojo Agyeman,M,35,3.34,15,MSc Data Science,upper west,no,5250
1784,Irene Nkrumah,Female,29,,ten,MSc Data Science,Ashanti,no,17000
2216,Kojo Mensah,female,24,2.79,6,MPhil Statistics,Volta,No,8000
1490,Michael Doe,Male,24,2.09,39,MBA,central,Yes,10250
1701,Kofi Agyeman,M,25,2.18,ten,MSc Economics,western,Yes,7500
2164,Isaac Owusu,female,20,2.6,27,MPhil Statistics,northern,No,2500
1751,Abena Nkrumah,Male,20,1.93,17,MSc Economics,Greater Accra,YES,10750
1963,Kwame Ofori,Female,19,3.55,13,MBA,Upper West,No,6500
2013,Joseph Amankwah,female,24,2.96,5,MBA,central,Yes,17000
1243,Kofi Doe,Female,27,1.69,34,MBA,greater accra,no,9000
1169,Kojo Tetteh,F,30,3.77,28,MBA,Greater Accra,YES,3750
1074,Samuel Boateng,male,21,1.85,22,MSc Economics,volta,YES,12500
1560,Ama Owusu,M,29,3.35,40,MSc Economics,Volta,YES,14000
2329,Michael Amankwah,Male,30,2.74,1,MSc Economics, upper west ,no,?
1775,Adwoa Ofori,F,18,2.15,36,MSc Economics,Western,Yes,13750
2280,Efua Amankwah,male,20,2.0,14,MSc Economics,northern,YES,7250
1119,Emmanuel Agyeman,Female,24,2.85,5,MSc Economics,Upper East,Yes,10750
2139,Adwoa Owusu,Male,31,2.34,24,MBA,upper west,No,9500
1521,Rashid Agyeman,M,29,2.62,0,MBA, volta ,Yes,15000
1714,Efua Lee,M,22,1.2,40,MSc Economics,central,no,10750
1993,Akosua Mensah,Female,twenty-two,1.24,18,MSc Data Science,Western,No,13500
1006,Emmanuel Agyeman,female,20,,14,MSc Data Science,upper east,No,7000
1255,Emmanuel Ofori,female,24,,9,MSc Data Science,central,Yes,14750
2094,Kojo Agyeman,F,23,3.5,35,MPhil Statistics,Greater Accra,YES,6250
2039,Samuel Doe,F,35,2.58,20,MPhil Statistics,Northern,No,17000
1384,Irene Mensah,M,30,1.77,3,MPhil Statistics,Western,No,13250
2103,Abena Brown,Female,35,2.85,36,MBA,Northern,YES,2250
1517,Grace Amankwah,Male,17,1.26,6,MPhil Statistics,Northern,no,10750
1055,Isaac Addo,M,27,2.22,24,MPhil Statistics,upper east,Yes,5750
1468,Michael Boateng,female,35,1.22,21,MSc Economics,Volta,Yes,13500
1267,Kojo Mensah,male,20,1.28,12,MSc Data Science,upper east,YES,17000
2034,Samuel Mensah,male,17,3.13,36,MBA,volta,YES,2000
1584,Grace Sarpong,male,26,1.46,20,MSc Economics,Greater Accra,no,14500
1767,Kwame Agyeman,F,23,3.26,16,MSc Data Science,upper east,No,8500
1538,Isaac Mensah,M,18,2.24,25,MSc Data Science,upper east,no,2500
2452,Grace Mensah,female,28,1.76,1,MSc Economics,greater accra,no,15750
1060,Kwame Boateng,male,31,1.61,38,MSc Economics,northern,No,11500
2186,Selina Ofori,female,31,1.25,23,MPhil Statistics,Northern,No,7750
1167,Adwoa Sarpong,female,32,3.42,27,MSc Economics,Upper East,Yes,9500
2275,Fatima Doe,F,26,1.29,7,MPhil Statistics,eastern,no,10250
1816,Rashid Mensah,Female,22,2.32,30,MSc Data Science,Western,No,8000
1332,Abena Lee,female,20,2.3,0,MPhil Statistics,Greater Accra,No,15750
1248,Michael Tetteh,M,19,1.14,35,MSc Economics,Central,No,6000
1374,Abena Brown,female,19,1.66,29,MBA,Volta,Yes,13750
2214,Joseph Agyeman,male,26,1.89,34,MPhil Statistics,Volta,no,17750
1500,Samuel Brown,F,29,3.33,10,MSc Economics,upper east,No,16500
2217,Rashid Tetteh,Male,31,1.12,2,MSc Data Science,eastern,YES,13750
2189,Samuel Lee,male,24,1.25,35,MSc Data Science,Western,YES,11250
1637,Akosua Boateng,Female,24,,0,MPhil Statistics,western,no,7500
1617,Emmanuel Brown,female,31,2.99,2,MSc Data Science,upper west,No,10000
2381,Daniel Boateng,F,32,2.53,38,MSc Data Science,Central,no,12000
2183,Daniel Boateng,Male,33,2.34,10,MBA,ashanti,YES,?
1567,Efua Addo,Male,34,3.71,35,MSc Economics,Western,no,5250
1235,Emmanuel Asare,M,35,1.74,6,MPhil Statistics,greater accra,Yes,13500
1627,Daniel Addo,Female,18,2.21,33,MSc Data Science,western,no,3500
1431,Rashid Addo,M,34,3.58,37,MBA,Upper West,Yes,4000
2011,Isaac Addo,Female,35,1.77,2,MSc Data Science,Upper West,YES,10750
2374,Kofi Owusu,Male,26,3.4,4,MSc Economics,greater accra,YES,9500
1192,Rashid Mensah,female,25,1.96,39,MSc Economics,Northern,Yes,13500
2198,Samuel Asare,M,29,3.43,17,MBA,Upper West,No,2500
2176,Isaac Sarpong,M,35,,28,MSc Data Science,Northern,no,7250
1436,Abena Boateng,female,33,3.38,7,MSc Data Science,Volta,YES,10750
1837,Irene Amankwah,female,33,3.89,6,MBA,Western,no,14750
2265,Abena Ofori,F,24,3.72,20,MSc Economics,western,YES,16000
2187,Abena Ofori,M,24,,16,MSc Economics,Northern,no,6500
2017,Akosua Asare,male,22,4.8,33,MPhil Statistics,ashanti,No,13500
1185,Ama Mensah,female,22,2.65,6,MBA,northern,No,14000
1688,Selina Agyeman,Male,30,2.41,37,MPhil Statistics,Northern,YES,9500
1639,Isaac Ofori,Male,twenty-two,2.02,20,MSc Data Science,Western,no,13250
1570,Kwame Brown,Female,18,3.77,4,MBA,Upper East,no,6500
1934,Efua Addo,F,34,1.53,18,MSc Economics,northern,no,2750
2170,Akosua Amankwah,M,25,3.77,24,MPhil Statistics,western,YES,6750
1534,Efua Tetteh,Female,25,2.92,16,MSc Data Science,Ashanti,no,6750
2159,Kojo Asare,male,23,2.0,21,MSc Data Science,Ashanti,no,2000
2409,Kojo Sarpong,Female,28,2.77,19,MSc Economics,ashanti,Yes,14750
1743,Kojo Mensah,F,31,3.48,12,MBA,Greater Accra,No,10250
1197,Kojo Sarpong,Female,18,3.21,35,MSc Economics,greater accra,Yes,6000
2400,Michael Lee,F,24,3.38,28,MBA,greater accra,YES,16250
1496,Emmanuel Mensah,Male,twenty-two,2.3,28,MBA,eastern,no,12000
1592,Kofi Mensah,male,17,2.73,40,MSc Data Science,upper east,No,3750
1937,Irene Ofori,M,35,3.2,33,MSc Economics,Upper East,No,14500
2042,Fatima Nkrumah,female,twenty-two,2.29,19,MSc Data Science,central,Yes,17250
1980,Fatima Ofori,female,32,1.52,33,MSc Data Science,upper west,no,15750
1381,Emmanuel Agyeman,female,29,,37,MSc Data Science,Greater Accra,Yes,7250
1028,Samuel Lee,M,28,3.53,7,MSc Data Science,western,YES,10500
1396,Michael Ofori,male,28,3.61,26,MSc Economics,upper west,No,15000
1321,Selina Brown,Male,18,3.78,20,MSc Data Science,northern,YES,8750
1148,Isaac Tetteh,Male,17,1.38,17,MSc Economics, Central ,YES,16500
1798,Samuel Mensah,female,30,2.38,16,MSc Data Science,western,No,16000
1624,Rashid Sarpong,Male,28,2.22,17,MPhil Statistics,Ashanti,YES,10750
1239,Adwoa Brown,M,22,2.19,40,MBA,volta,No,11250
2010,Fatima Doe,male,33,2.65,29,MSc Economics, Upper West ,no,6500
1911,Grace Sarpong,M,23,1.52,1,MSc Data Science,Northern,No,12250
1896,Ama Sarpong,Female,27,3.31,36,MBA,volta,No,14750
2345,Isaac Addo,M,29,1.57,37,MSc Data Science,Northern,YES,14000
1107,Joseph Asare,male,17,1.43,24,MPhil Statistics,greater accra,No,17000
1351,Efua Lee,Female,17,3.94,31,MSc Economics,volta,No,16500
1651,Samuel Tetteh,F,18,3.19,8,MSc Data Science,Ashanti,no,12500
1390,Rashid Doe,male,28,1.52,40,MSc Economics,central,No,14500
2005,Kofi Mensah,Female,21,3.82,31,MPhil Statistics,upper west,no,13750
2118,Joseph Mensah,Male,33,3.26,1,MPhil Statistics,Central,no,6500
1555,Yaw Doe,M,21,3.85,19,MPhil Statistics,northern,no,11750
2450,Selina Boateng,female,24,2.9,33,MSc Data Science,Ashanti,YES,17000
1171,Irene Boateng,male,twenty-two,3.68,7,MBA,Northern,Yes,10500
2495,Selina Mensah,F,twenty-two,2.42,40,MSc Data Science,northern,No,7500
1307,Kojo Brown,male,33,3.42,38,MSc Economics,Western,Yes,3000
1416,Adwoa Amankwah,M,120,2.37,24,MSc Economics,Eastern,no,6750
2496,Selina Agyeman,male,35,3.84,ten,MPhil Statistics,Northern,no,2000
2306,Rashid Brown,F,twenty-two,2.73,30,MBA,northern,Yes,14750
1429,Selina Brown,female,29,1.79,23,MPhil Statistics,eastern,Yes,5750
1187,Ama Ofori,male,33,1.75,12,MSc Data Science,volta,no,6000
2006,Michael Doe,Male,32,2.38,38,MPhil Statistics,ashanti,no,13750
1909,Michael Owusu,M,17,3.79,5,MSc Data Science,Western,no,8750
1270,Emmanuel Mensah,F,33,1.96,40,MBA,Ashanti,No,4000
1868,Adwoa Nkrumah,F,25,2.63,2,MBA,central,No,16250
1631,Samuel Nkrumah,Female,22,3.88,10,MBA,western,No,10250
1951,Akosua Amankwah,M,30,3.58,1,MSc Economics,ashanti,Yes,16000
1163,Adwoa Agyeman,Female,35,3.03,25,MBA,western,no,16250
1414,Grace Amankwah,Male,17,3.1,25,MSc Economics,ashanti,YES,6000
2354,Daniel Lee,Male,24,3.83,23,MSc Data Science,Central,no,17750
1096,Emmanuel Boateng,Female,32,1.17,2,MPhil Statistics,Central,no,15250
1099,Akosua Lee,Female,25,1.16,8,MSc Economics,central,No,16500
2031,Emmanuel Owusu,Female,35,2.49,17,MSc Data Science,Upper East,Yes,9250
1877,Kofi Addo,female,29,3.52,39,MSc Data Science,volta,YES,16000
1818,Kojo Amankwah,Male,26,2.18,ten,MPhil Statistics,Volta,no,3000
1823,Joseph Mensah,F,32,1.51,25,MSc Data Science,Upper West,No,12000
1208,Emmanuel Mensah,Male,20,1.31,15,MBA,Ashanti,No,7750
1975,Kofi Ofori,M,30,2.13,13,MBA,Western,No,16750
1687,Rashid Agyeman,female,25,2.96,2,MSc Economics,central,YES,4750
1873,Rashid Boateng,Male,17,1.97,33,MPhil Statistics,volta,No,13750
1246,Abena Addo,Female,21,2.03,ten,MSc Economics,greater accra,No,4500
1230,Ama Mensah,F,18,3.54,3,MBA,volta,No,13000
1907,Irene Mensah,male,28,3.16,22,MSc Data Science,upper east,no,12500
1009,Kofi Mensah,F,26,2.69,8,MBA,Greater Accra,No,17250
1897,Selina Asare,Female,33,3.0,3,MSc Economics,Upper East,No,12000
2429,Irene Nkrumah,F,27,3.15,4,MSc Data Science,central,YES,13500
2413,Rashid Asare,Female,23,3.79,3,MSc Economics,upper east,No,?
2458,Akosua Amankwah,Female,30,1.98,ten,MPhil Statistics,Volta,YES,9250
1866,Grace Ofori,F,21,1.56,23,MSc Data Science,upper east,YES,5250
1415,Yaw Tetteh,Male,31,2.82,7,MBA,western,No,15750
1792,Ama Tetteh,F,32,,3,MPhil Statistics,Volta,YES,11750
2023,Efua Mensah,Male,28,3.69,13,MSc Data Science,central,YES,3000
1190,Michael Brown,F,20,1.93,23,MPhil Statistics, western ,Yes,5750
1261,Irene Tetteh,Female,33,3.05,ten,MSc Data Science,Ashanti,No,15250
1145,Selina Agyeman,Male,21,1.63,11,MBA,Eastern,YES,15250
1829,Samuel Owusu,Female,28,1.6,29,MSc Economics,greater accra,Yes,5250
1699,Irene Lee,Male,17,1.54,31,MBA,Ashanti,Yes,10750
1920,Fatima Lee,male,23,3.56,ten,MBA,Volta,no,17000
2421,Emmanuel Asare,Male,24,1.99,6,MBA,Eastern,no,15500
1938,Irene Amankwah,male,27,1.14,36,MBA,Volta,Yes,4750
2036,Akosua Tetteh,Male,26,2.99,11,MSc Data Science,Eastern,No,17000
2388,Joseph Brown,Male,31,1.28,10,MSc Economics,central,YES,17000
1891,Irene Asare,female,30,,5,MSc Economics,Greater Accra,no,3000
1595,Akosua Doe,Female,25,3.19,11,MPhil Statistics,Eastern,no,14250
1532,Kofi Nkrumah,F,25,2.94,25,MBA,upper west,Yes,8250
1895,Selina Owusu,female,22,2.46,29,MSc Economics,volta,YES,8250
2494,Selina Doe,female,33,3.86,18,MSc Economics,Western,No,9000
2152,Efua Sarpong,F,19,3.99,24,MPhil Statistics,central,no,8750
1058,Efua Ofori,F,28,1.22,22,MSc Economics,volta,YES,13500
2058,Joseph Doe,F,27,1.48,39,MSc Data Science,central,No,10000
2262,Fatima Agyeman,male,24,2.78,32,MPhil Statistics,greater accra,no,2500
1283,Michael Boateng,Male,27,3.37,14,MBA,upper east,YES,12750
1935,Rashid Ofori,Male,28,1.78,30,MSc Economics,Upper West,No,5750
1363,Kofi Sarpong,male,twenty-two,3.84,2,MSc Data Science, Central ,no,7500
1244,Kwame Owusu,Female,24,1.66,6,MSc Economics,greater accra,No,9500
1093,Fatima Addo,female,30,3.74,22,MBA,upper east,Yes,10000
2235,Kwame Doe,F,24,1.82,28,MSc Economics,greater accra,no,3250
1338,Adwoa Owusu,female,28,2.5,34,MBA,upper west,Yes,14000
2014,Akosua Asare,female,25,1.08,9,MBA,eastern,YES,14750
1948,Selina Addo,M,19,1.13,10,MSc Economics,Central,Yes,14000
2110,Joseph Addo,female,35,3.66,40,MPhil Statistics,central,Yes,8000
1191,Samuel Nkrumah,M,28,1.09,9,MPhil Statistics,Greater Accra,Yes,10250
1040,Ama Nkrumah,male,21,1.67,34,MSc Economics,Volta,No,8000
1976,Rashid Sarpong,Female,33,3.36,28,MSc Economics,northern,YES,7750
1635,Isaac Sarpong,Male,35,1.98,11,MSc Data Science, Eastern ,No,14250
1765,Yaw Agyeman,Female,32,1.73,16,MSc Data Science,central,no,8750
1724,Irene Asare,male,35,1.99,31,MPhil Statistics,Western,no,13500
2129,Selina Amankwah,M,twenty-two,3.56,20,MBA,Volta,YES,15500
1064,Adwoa Addo,male,21,1.91,21,MSc Economics,Northern,YES,3250
1234,Abena Sarpong,female,28,1.61,29,MPhil Statistics,Upper West,No,11000
1677,Rashid Amankwah,M,30,3.61,6,MPhil Statistics,greater accra,no,2250
1106,Ama Asare,male,35,2.04,31,MSc Data Science,Ashanti,no,12000
1754,Irene Tetteh,Female,33,3.16,36,MBA,upper west,no,3000
1903,Kwame Brown,F,21,3.18,ten,MSc Economics,Central,No,8000
1254,Fatima Tetteh,Male,26,3.77,24,MSc Data Science,eastern,YES,17750
1423,Isaac Amankwah,male,33,1.53,40,MSc Data Science,Greater Accra,Yes,14750
1775,Adwoa Ofori,F,18,2.15,36,MSc Economics,Western,Yes,13750
2233,Akosua Lee,male,34,3.73,ten,MBA,upper west,no,4750
1859,Daniel Agyeman,F,twenty-two,1.62,2,MSc Data Science,Northern,YES,10500
1925,Kofi Sarpong,M,twenty-two,2.76,8,MPhil Statistics,Upper East,No,10750
1080,Irene Boateng,male,30,2.13,5,MSc Data Science,Eastern,No,10250
1990,Grace Addo,Female,22,2.08,19,MSc Data Science,upper west,Yes,2000
2107,Efua Sarpong,Female,120,1.18,30,MPhil Statistics,Upper East,No,4000
1498,Adwoa Sarpong,female,26,1.98,31,MSc Economics,Eastern,no,2000
2473,Daniel Sarpong,male,27,2.36,26,MPhil Statistics,Eastern,YES,11750
1088,Kwame Tetteh,Female,33,1.53,2,MPhil Statistics,Northern,Yes,16250
1065,Fatima Doe,female,23,2.64,18,MSc Data Science,western,no,11500
2295,Irene Nkrumah,Female,17,2.51,1,MPhil Statistics,greater accra,Yes,15750
1606,Isaac Tetteh,female,19,2.71,9,MPhil Statistics,western,YES,13250
1275,Abena Addo,Male,19,1.78,18,MSc Data Science,greater accra,no,15000
2465,Kojo Doe,Female,21,3.11,34,MSc Economics,volta,Yes,12250
2372,Daniel Boateng,Male,22,2.05,29,MPhil Statistics,Western,Yes,8500
2455,Samuel Tetteh,female,26,3.91,7,MSc Data Science, Upper West ,YES,9000
1154,Selina Lee,male,35,2.95,33,MPhil Statistics,Eastern,YES,2500
1614,Joseph Asare,female,30,3.8,13,MBA,northern,no,10750
1411,Fatima Brown,Female,33,3.02,6,MPhil Statistics,Greater Accra,Yes,18000
1831,Daniel Boateng,male,22,2.71,17,MBA,Upper West,YES,?
1913,Joseph Agyeman,Male,26,3.92,36,MSc Data Science,greater accra,YES,5750
1518,Adwoa Mensah,M,18,2.92,39,MPhil Statistics,Upper East,no,2250
1045,Kojo Addo,Female,30,2.32,17,MSc Data Science,eastern,No,4500
1391,Adwoa Doe,Male,23,2.48,37,MSc Economics,Volta,no,16750
1221,Joseph Owusu,male,34,2.07,13,MSc Economics,central,Yes,12250
1141,Adwoa Doe,female,29,2.04,29,MSc Economics,Upper West,Yes,4250
1358,Selina Nkrumah,M,35,3.69,8,MBA,western,no,12750
1723,Abena Doe,Male,32,1.12,ten,MSc Economics,Eastern,no,16500
2158,Michael Addo,Female,30,3.98,ten,MSc Economics,Volta,Yes,8500
1262,Kwame Sarpong,female,30,3.58,27,MBA,ashanti,YES,6250
2303,Michael Sarpong,male,22,1.06,21,MSc Economics,northern,YES,8250
1899,Isaac Amankwah,F,21,3.59,14,MSc Economics,volta,Yes,?
2104,Yaw Lee,Male,18,2.56,8,MBA,Eastern,no,17250
1196,Irene Sarpong,male,29,1.23,39,MSc Data Science,Upper West,YES,17250
1116,Fatima Doe,Female,20,2.48,20,MBA,western,no,17500
2076,Irene Lee,F,29,3.48,29,MSc Data Science,ashanti,Yes,17250
2074,Yaw Lee,M,19,1.84,29,MPhil Statistics,Upper East,Yes,17500
1719,Kofi Brown,Female,33,3.85,2,MBA,volta,no,4000
2483,Samuel Asare,M,19,,ten,MSc Data Science,volta,YES,6500
2209,Adwoa Addo,male,29,3.79,7,MSc Economics,Upper West,No,3750
2370,Selina Owusu,male,19,3.45,4,MSc Economics,Volta,Yes,9000
1359,Rashid Lee,F,30,3.38,3,MSc Data Science,northern,YES,16250
2061,Selina Mensah,female,twenty-two,,35,MSc Economics,central,No,4750
2020,Isaac Owusu,male,30,2.22,32,MBA,Central,Yes,?
2001,Kojo Doe,female,19,2.68,16,MPhil Statistics,Central,YES,?
1936,Yaw Ofori,female,24,3.37,22,MBA,Northern,Yes,5000
1755,Kojo Addo,M,17,2.24,22,MPhil Statistics, Greater Accra ,no,2000
1421,Samuel Owusu,Female,33,3.96,30,MBA,upper east,YES,14250
1150,Kojo Amankwah,Female,31,3.62,34,MPhil Statistics,Ashanti,YES,5250
1010,Rashid Asare,female,18,3.06,3,MPhil Statistics,northern,Yes,?
2070,Adwoa Agyeman,M,23,3.46,14,MSc Data Science,upper east,No,13750
2120,Ama Boateng,F,24,2.55,14,MSc Economics,northern,Yes,4250
2462,Adwoa Nkrumah,M,34,,12,MPhil Statistics,Northern,No,15750
1535,Kojo Nkrumah,Male,23,2.71,0,MSc Data Science, upper east ,No,11250
1549,Michael Nkrumah,F,34,3.87,14,MBA,ashanti,no,12500
1299,Abena Nkrumah,female,29,2.06,40,MBA,Greater Accra,No,7250
1977,Adwoa Mensah,Female,17,2.37,14,MSc Economics,upper east,No,10500
2315,Fatima Addo,Male,30,3.34,5,MPhil Statistics, western ,No,9750
2338,Ama Asare,Male,31,1.22,27,MSc Economics,volta,Yes,2500
1123,Kofi Sarpong,female,21,3.67,6,MBA, central ,no,13500
2460,Isaac Agyeman,M,21,1.47,16,MBA,western,Yes,8500
2373,Kofi Doe,Female,29,2.64,23,MSc Economics,Volta,no,11500
2361,Yaw Brown,male,22,1.73,12,MSc Economics,volta,YES,4000
2160,Adwoa Agyeman,F,25,4.0,15,MPhil Statistics,upper west,Yes,12750
2417,Samuel Doe,female,22,2.27,17,MSc Economics,northern,YES,3250
1710,Isaac Owusu,M,31,2.66,39,MSc Economics,Western,No,9750
2397,Irene Addo,Male,34,2.96,37,MSc Economics,Ashanti,Yes,12750
1770,Daniel Lee,male,25,1.42,29,MSc Data Science,ashanti,YES,8250
1089,Grace Ofori,Male,22,2.15,15,MSc Economics,eastern,No,8000
2464,Joseph Tetteh,male,24,1.69,37,MSc Data Science,Eastern,YES,11500
2033,Abena Lee,Female,29,3.2,3,MBA,central,no,12250
1098,Isaac Ofori,female,30,3.38,8,MBA,central,YES,2000
2166,Emmanuel Mensah,Female,28,2.71,35,MSc Economics,Western,No,14500
1349,Fatima Sarpong,F,28,1.88,12,MSc Data Science,Western,YES,16750
1510,Emmanuel Doe,Female,29,2.63,37,MBA,Upper East,no,12250
1212,Kojo Boateng,Male,twenty-two,1.35,14,MBA,eastern,Yes,16750
1704,Ama Asare,F,21,2.86,2,MBA,upper east,Yes,18000
1747,Grace Agyeman,F,28,1.61,ten,MSc Data Science,eastern,No,3750
2046,Isaac Asare,female,25,,1,MBA,upper west,no,7250
1940,Irene Owusu,F,19,2.19,33,MSc Data Science,Northern,YES,5000
2472,Michael Brown,female,30,1.84,39,MSc Data Science, western ,No,16250
1103,Joseph Tetteh,Male,twenty-two,3.76,34,MPhil Statistics,Ashanti,no,5250
2415,Ama Doe,female,28,,35,MBA,Upper West,No,8250
1479,Rashid Addo,M,26,1.93,1,MPhil Statistics,Northern,No,16250
1492,Abena Agyeman,male,22,2.88,32,MSc Economics,Western,no,5000
1842,Abena Lee,male,23,,15,MSc Economics,Eastern,YES,4250
2071,Akosua Boateng,F,31,1.19,24,MPhil Statistics,Northern,no,15500
1365,Adwoa Brown,male,32,2.82,27,MPhil Statistics,Volta,No,12000
1297,Michael Ofori,Female,23,1.69,33,MSc Economics,Upper West,no,17750
1050,Samuel Sarpong,F,26,2.57,26,MSc Economics,Northern,No,9500
1225,Grace Mensah,Male,28,2.69,34,MBA,Ashanti,YES,3500
2244,Selina Owusu,F,34,1.12,6,MSc Data Science,western,Yes,9250
2489,Ama Asare,F,30,1.75,21,MSc Economics,northern,YES,5750
1851,Akosua Brown,male,17,3.97,36,MPhil Statistics,Greater Accra,Yes,8000
1648,Selina Doe,Male,30,3.6,0,MBA,upper east,No,6500
2226,Kofi Amankwah,Male,27,1.45,2,MBA,greater accra,no,9750
1563,Yaw Agyeman,male,35,3.61,35,MSc Data Science,Greater Accra,Yes,13750
1623,Kofi Ofori,M,twenty-two,1.88,13,MPhil Statistics,Central,YES,17500
1762,Emmanuel Ofori,F,120,3.5,39,MPhil Statistics,western,Yes,11250
2088,Isaac Owusu,female,20,2.3,37,MBA,Greater Accra,YES,12750
1805,Daniel Amankwah,male,29,1.05,37,MPhil Statistics,eastern,no,5500
1605,Abena Nkrumah,M,33,2.18,16,MSc Data Science,Volta,YES,15750
2270,Irene Tetteh,female,26,1.86,2,MSc Data Science,central,No,8000
1443,Samuel Boateng,female,17,2.88,32,MSc Economics,Greater Accra,no,10250
2442,Abena Addo,male,34,3.73,8,MSc Data Science,western,No,10250
2025,Yaw Lee,F,twenty-two,3.54,37,MSc Economics,upper west,No,9250
1540,Joseph Addo,F,22,3.2,12,MBA,northern,YES,12250
1768,Rashid Ofori,F,28,1.56,15,MSc Economics,greater accra,No,14250
1763,Kofi Addo,Male,22,2.52,31,MSc Data Science,Ashanti,No,16000
1869,Fatima Brown,Male,32,2.45,ten,MSc Data Science,Upper East,Yes,13000
