person_id,name,gender,age,education_years,region,employment_status,industry,hours_worked_per_week,monthly_income,job_search_active,survey_source
2182,Ama Doe,Male,49,18,Upper West,Employed,agric,16,3400.0,No,HS
3300,Yaw Tetteh,Male,42,15,greater accra,Employed,Public Sector,46,700.0,no,HS
2473,Kojo Nkrumah,Female,22,10,Central,emp,agric,45,5250.0,No,hies
2642,Rashid Asare,Female,twenty-five,21,northern,unemp,Manufacturing,43,2650.0,no,HIES
2999,Fatima Asare,female,52,15,ashanti,emp,Services,36,7300.0,YES,LFS
2494,Daniel Lee,F,22,18,Eastern,Unemployed,Construction,5,200.0,Yes,lfs
2054,Fatima Asare,female,48,18,Eastern,Self-employed,Construction,24,,YES,lfs
2283,Grace Ofori,Male,twenty-five,15,Upper East,Not in Labour Force,Public Sector,35,2350.0,no,lfs
2523,Samuel Boateng,Male,30,18,ashanti,Unemployed,Trade,64,?,YES,lfs
2598,Irene Amankwah,Female,43,17,Eastern,emp,Public Sector,23,6650.0,no,HS
2429,Kofi Brown,Male,24,13,Western,Self-employed,serv,61,2500.0,Yes,LFS
3115,Selina Ofori,F,41,18,ashanti,unemp,Public Sector,5,1950.0,no,HS
2417,Kojo Lee,female,45,0,central,Informal,serv,34,4900.0,no,hies
3498,Daniel Boateng,male,64,9,greater accra,Employed,Manufacturing,40,4450.0,Yes,hs
2382,Daniel Amankwah,F,60,5,northern,Not in Labour Force,Services,49,3550.0,Yes,lfs
2521,Abena Doe,Male,16,17,Ashanti,unemp,Public Sector,38,2077.0,Yes,LFS
3483,Michael Lee,male,20,3,greater accra,Self-employed,Services,43,2300.0,No,hies
2296,Kojo Nkrumah,F,25,1,volta,Not in Labour Force,Trade,15,5250.0,YES,hs
2596,Kofi Ofori,F,45,18,Eastern,Informal,Public Sector,1,6350.0,No,HIES
3390,Yaw Addo,M,39,20,upper east,Not in Labour Force,agric,58,6600.0,YES,HS
2102,Rashid Boateng,female,60,10,Eastern,Not in Labour Force,agric,41,7150.0,Yes,LFS
3185,Akosua Amankwah,Female,53,2,Greater Accra,Unemployed,serv,17,2350.0,No,hs
2804,Rashid Agyeman,F,18,8,Upper East,Informal,agric,9,1600.0,No,LFS
2584,Efua Addo,F,23,8,upper east,unemp,agric,66,7500.0,Yes,HS
2205,Emmanuel Lee,F,64,18,western,Employed,Agriculture,23,6050.0,Yes,hs
3467,Irene Doe,Female,39,9,Volta,Unemployed,Public Sector,29,438.0,No,LFS
2482,Ama Tetteh,Male,41,16,Western,Informal,agric,60,2100.0,no,lfs
2325,Abena Agyeman,F,19,2,upper west,Informal,Manufacturing,23,,YES,hies
2279,Daniel Brown,M,46,14,Upper East,unemp,serv,24,,Yes,LFS
2168,Selina Doe,M,29,9,ashanti,Self-employed,Trade,45,2300.0,Yes,HIES
3352,Akosua Agyeman,F,18,14,Volta,unemp,serv,62,6400.0,Yes,LFS
2652,Isaac Nkrumah,Male,18,5,upper east,Self-employed,agric,48,?,No,HS
2777,Irene Nkrumah,female,44,4,ashanti,Unemployed,Trade,forty,5450.0,No,hies
2953,Grace Sarpong,male,23,18,Eastern,Informal,serv,31,7300.0,No,lfs
2185,Kofi Asare,Female,25,10,upper east,Unemployed,serv,forty,2500.0,YES,HS
2735,Ama Doe,F,48,3,northern,Employed,Services,64,5650.0,No,LFS
3290,Irene Ofori,Male,33,4,volta,Unemployed,Agriculture,12,6800.0,No,hies
2504,Samuel Mensah,M,31,10,Upper East,unemp,Construction,23,2600.0,YES,lfs
2998,Rashid Sarpong,female,25,6,northern,Informal,Trade,61,7950.0,Yes,hs
2094,Yaw Owusu,F,15,19,Northern,unemp,Construction,66,7750.0,Yes,HIES
2609,Selina Addo,Female,30,4,Ashanti,emp,Public Sector,3,7500.0,no,LFS
2682,Adwoa Sarpong,F,21,6,upper west,emp,Construction,7,7100.0,No,HIES
2220,Efua Mensah,Female,21,11,ashanti,Unemployed,Manufacturing,17,700.0,No,HIES
3439,Michael Asare,male,55,0,Central,Employed,Agriculture,57,6000.0,YES,hs
3422,Irene Agyeman,female,58,14,greater accra,Unemployed,agric,forty,,no,HIES
2131,Irene Mensah,M,23,6,upper west,unemp,Manufacturing,42,3800.0,no,hs
3190,Fatima Owusu,F,48,2,upper west,Unemployed,Services,42,5700.0,No,hs
2693,Ama Doe,M,58,3,Eastern,Self-employed,Trade,41,5500.0,Yes,LFS
3345,Selina Lee,female,24,4,Upper East,emp,Manufacturing,55,,No,LFS
2115,Michael Nkrumah,female,25,21,volta,Not in Labour Force,serv,36,2000.0,No,lfs
2823,Kwame Owusu,male,46,13,Upper East,Unemployed,Agriculture,54,650.0,no,HS
2887,Yaw Nkrumah,Female,38,16,Eastern,unemp,Manufacturing,48,7700.0,no,HIES
3500,Michael Boateng,F,28,18,volta,Not in Labour Force,Construction,19,6550.0,No,HIES
2081,Michael Brown,Female,38,20,upper east,Employed,Public Sector,66,4350.0,no,HIES
2932,Akosua Boateng,Female,56,20,Western,Employed,Agriculture,28,4000.0,No,hs
3160,Selina Asare,male,49,0,Eastern,Employed,Construction,60,6050.0,YES,HIES
2927,Yaw Agyeman,Male,21,21,Western,Employed,Manufacturing,14,5700.0,No,hies
2055,Abena Brown,M,65,10,Upper East,emp,serv,57,2750.0,Yes,hies
3171,Kofi Agyeman,Male,19,7,Central,Not in Labour Force,Agriculture,61,7900.0,No,lfs
2450,Kwame Asare,Male,35,12,Greater Accra,Not in Labour Force,Trade,60,5850.0,Yes,hies
2595,Joseph Amankwah,male,twenty-five,17,upper east,Employed,agric,67,1050.0,YES,hies
3280,Daniel Boateng,male,47,10,central,Self-employed,serv,66,3050.0,YES,hs
2902,Abena Addo,female,36,10,central,Employed,Construction,forty,,YES,HS
2839,Michael Doe,male,62,1,Upper West,emp,Construction,14,2150.0,no,HS
2790,Grace Ofori,M,15,7,Ashanti,Not in Labour Force,serv,forty,3150.0,No,lfs
3388,Kwame Mensah,F,64,7,Eastern,emp,serv,10,,no,lfs
2447,Isaac Doe,Female,44,10,western,Informal,Agriculture,67,4450.0,Yes,LFS
2124,Grace Doe,F,41,12,Greater Accra,Unemployed,agric,45,2550.0,no,hs
2112,Michael Asare,F,58,15,volta,Unemployed,Trade,26,6200.0,YES,hies
2214,Fatima Sarpong,F,52,5,upper west,emp,Services,57,2600.0,YES,HS
3421,Joseph Brown,Female,47,7,Ashanti,Self-employed,Agriculture,forty,5050.0,Yes,lfs
2065,Michael Addo,Male,25,18,Ashanti,unemp,Trade,17,7100.0,YES,HS
2040,Kojo Ofori,Female,19,21,Central,Informal,serv,8,,Yes,HIES
3459,Irene Addo,Female,23,15,Ashanti,Unemployed,Services,26,4850.0,no,HS
2209,Samuel Brown,Female,37,16,volta,emp,Agriculture,36,6750.0,no,HS
2424,Rashid Boateng,M,40,12,volta,Unemployed,Construction,18,7050.0,YES,hs
2912,Kofi Asare,F,17,13,central,unemp,Construction,59,4550.0,no,lfs
2772,Kojo Agyeman,Male,27,8,northern,Self-employed,serv,48,3600.0,YES,LFS
2929,Fatima Ofori,female,38,12,western,Employed,Services,15,5300.0,no,HS
3193,Samuel Asare,male,15,3,western,Informal,serv,53,4100.0,YES,lfs
3316,Fatima Addo,Female,16,14,Greater Accra,unemp,Construction,2,500.0,YES,HIES
2193,Samuel Nkrumah,Male,64,6,Upper West,Not in Labour Force,Trade,13,,No,lfs
3117,Daniel Lee,female,50,3,Northern,unemp,Public Sector,33,2200.0,YES,HIES
2475,Ama Asare,female,17,7,northern,Employed,Services,34,1050.0,No,hies
2204,Selina Addo,Male,62,8,Upper East,Employed,serv,55,7250.0,YES,hies
2025,Akosua Boateng,Male,64,2,Central,Self-employed,Manufacturing,43,7000.0,No,LFS
2008,Isaac Owusu,M,52,2,Upper West,unemp,agric,12,1619.0,No,lfs
2644,Adwoa Doe,Male,24,21,central,Unemployed,Agriculture,20,1170.0,Yes,hs
2061,Joseph Boateng,male,twenty-five,20,northern,Unemployed,Construction,35,5200.0,no,lfs
3274,Samuel Lee,Male,28,5,greater accra,emp,Agriculture,1,7300.0,No,LFS
2476,Adwoa Doe,F,61,9,upper east,Self-employed,Trade,37,3600.0,No,hs
3131,Selina Tetteh,female,55,21,Upper East,Not in Labour Force,Trade,48,4650.0,No,hies
3270,Selina Mensah,male,49,2,Upper East,Unemployed,Agriculture,67,650.0,No,hs
3469,Isaac Sarpong,F,65,6,ashanti,Self-employed,Services,4,3000.0,Yes,hies
3053,Akosua Sarpong,Female,57,2,Ashanti,Unemployed,Construction,57,2950.0,Yes,lfs
2118,Yaw Nkrumah,male,16,8,Eastern,Informal,serv,33,3500.0,YES,LFS
2452,Samuel Boateng,F,52,5,volta,Unemployed,Agriculture,63,5000.0,No,LFS
2807,Kojo Amankwah,male,61,0,Eastern,Informal,Public Sector,forty,3550.0,No,HS
3279,Adwoa Nkrumah,male,61,21,Greater Accra,Informal,Trade,19,4450.0,YES,hs
3100,Kojo Mensah,Male,43,10,Eastern,emp,Trade,25,,no,lfs
3037,Emmanuel Ofori,Male,16,13,upper east,Self-employed,Agriculture,26,7750.0,No,hs
2213,Daniel Doe,Male,38,20,northern,Self-employed,agric,25,300.0,Yes,HS
2385,Ama Mensah,Male,46,17,northern,unemp,agric,21,4900.0,No,hies
2109,Adwoa Ofori,Female,34,10,Upper West,unemp,Agriculture,48,1250.0,no,LFS
3440,Fatima Brown,female,50,20,Upper East,Self-employed,Public Sector,34,6350.0,No,LFS
2542,Rashid Brown,male,21,3,eastern,unemp,Agriculture,34,1805.0,Yes,hies
2360,Akosua Mensah,M,38,3,Eastern,Unemployed,Manufacturing,40,6650.0,Yes,lfs
2177,Emmanuel Tetteh,M,32,9,Western,Employed,Construction,65,4400.0,Yes,HS
2352,Efua Mensah,male,23,5,central,Not in Labour Force,agric,52,650.0,YES,LFS
3090,Joseph Boateng,female,20,3,Northern,Self-employed,agric,69,7200.0,no,LFS
2761,Kojo Boateng,F,63,14,central,Informal,serv,69,3350.0,Yes,LFS
2491,Joseph Brown,M,48,9,Northern,Informal,Public Sector,49,3300.0,No,HS
2267,Efua Asare,F,22,8,volta,emp,Services,68,3400.0,YES,HS
2321,Grace Agyeman,Female,30,10,Ashanti,Not in Labour Force,agric,67,1650.0,no,LFS
2593,Rashid Amankwah,Male,61,11,Central,Unemployed,serv,31,1371.0,Yes,hies
2624,Efua Ofori,M,24,21,Ashanti,Not in Labour Force,agric,42,2450.0,YES,HIES
2855,Adwoa Amankwah,Female,33,13,upper west,Not in Labour Force,Agriculture,68,500.0,Yes,lfs
2082,Samuel Tetteh,female,41,2,eastern,Self-employed,Manufacturing,41,650.0,Yes,HIES
2269,Grace Nkrumah,female,59,17,Upper East,unemp,agric,25,7200.0,No,HIES
3260,Daniel Mensah,M,33,12,western,Unemployed,Construction,14,7050.0,No,lfs
2268,Irene Ofori,female,15,16,ashanti,Informal,Manufacturing,38,4550.0,Yes,LFS
2098,Selina Amankwah,M,62,17,Greater Accra,Not in Labour Force,serv,69,900.0,Yes,lfs
2143,Kofi Doe,male,38,20,Upper East,Unemployed,Agriculture,54,7800.0,YES,LFS
2943,Kwame Tetteh,Male,32,20,Western,Not in Labour Force,Construction,25,350.0,Yes,hs
2531,Emmanuel Addo,Male,twenty-five,18,Central,Unemployed,serv,44,2050.0,YES,hies
2379,Kojo Agyeman,F,45,10,northern,Not in Labour Force,serv,28,7450.0,No,hies
2062,Joseph Amankwah,Female,26,13,central,emp,serv,12,7300.0,Yes,hies
2582,Adwoa Addo,male,54,12,ashanti,unemp,agric,40,?,Yes,LFS
2782,Akosua Nkrumah,M,46,14,Northern,emp,Public Sector,14,3650.0,No,HIES
3113,Grace Nkrumah,male,29,20,Volta,emp,Trade,52,2900.0,No,HIES
2862,Grace Brown,Female,42,15,Eastern,unemp,Trade,0,6150.0,YES,HS
3452,Grace Lee,M,31,13,eastern,Not in Labour Force,Manufacturing,8,,No,hies
2023,Samuel Owusu,female,18,1,Central,Unemployed,agric,23,3850.0,YES,lfs
2629,Efua Tetteh,M,44,19,Ashanti,Employed,Agriculture,51,4350.0,No,hs
3216,Ama Brown,male,27,1,northern,unemp,Agriculture,70,4600.0,YES,hies
2774,Adwoa Asare,F,54,4,ashanti,Self-employed,Services,4,6350.0,YES,LFS
2384,Samuel Lee,male,44,11,ashanti,Informal,Manufacturing,56,1000.0,No,lfs
2349,Yaw Ofori,Female,59,10,Ashanti,unemp,serv,7,3350.0,Yes,HIES
3146,Michael Ofori,Female,36,13,volta,Not in Labour Force,Trade,30,400.0,No,HS
2351,Samuel Brown,male,26,7,northern,Employed,Trade,30,5650.0,No,HS
2658,Selina Asare,F,twenty-five,15,Northern,unemp,Manufacturing,28,527.0,YES,HS
2435,Selina Doe,Female,50,11,Upper East,Not in Labour Force,agric,55,4400.0,no,HS
2688,Isaac Nkrumah,female,27,5,central,Unemployed,agric,37,1443.0,No,HS
2217,Daniel Tetteh,male,46,20,Central,Unemployed,Public Sector,41,1340.0,no,HIES
2769,Adwoa Mensah,M,twenty-five,17,Greater Accra,Not in Labour Force,Public Sector,29,6300.0,YES,lfs
2388,Kwame Addo,male,55,4,upper west,unemp,Trade,28,7950.0,No,HIES
2178,Efua Agyeman,Female,38,11,Upper West,Employed,agric,68,6400.0,YES,hies
3199,Daniel Sarpong,Female,51,2,Eastern,Unemployed,Services,39,5650.0,No,HS
2715,Rashid Doe,male,53,18,eastern,Unemployed,Public Sector,42,6100.0,YES,hies
2459,Grace Ofori,Male,39,10,Eastern,unemp,agric,32,2450.0,no,hies
2865,Yaw Owusu,female,34,19,western,emp,Public Sector,35,3350.0,no,hies
3425,Fatima Mensah,female,37,21,central,Employed,Services,15,6950.0,YES,hs
2004,Kojo Amankwah,male,44,2,central,unemp,Manufacturing,40,7750.0,no,hs
2264,Fatima Asare,M,32,11,Upper West,Not in Labour Force,Public Sector,65,1300.0,no,LFS
2433,Grace Amankwah,female,38,1,central,Unemployed,serv,39,6050.0,YES,LFS
2492,Abena Mensah,Male,56,14,greater accra,Self-employed,Manufacturing,69,5500.0,No,HIES
2505,Selina Owusu,female,25,9,volta,Unemployed,Construction,23,2250.0,YES,LFS
2971,Kwame Tetteh,male,60,0,upper west,Not in Labour Force,serv,53,1650.0,No,HS
2647,Yaw Tetteh,Female,48,20,Central,Informal,Manufacturing,20,7850.0,Yes,HIES
2764,Grace Nkrumah,male,61,15,ashanti,Self-employed,Agriculture,68,1500.0,no,LFS
2398,Ama Doe,male,47,2,Greater Accra,Informal,Manufacturing,3,1200.0,No,hies
3016,Efua Nkrumah,male,64,8,Volta,unemp,Agriculture,41,1600.0,No,lfs
3354,Fatima Amankwah,M,twenty-five,16,eastern,Employed,serv,37,7950.0,no,lfs
2445,Akosua Tetteh,Female,53,3,upper east,Unemployed,Services,57,5100.0,no,hies
2537,Abena Lee,male,58,13,greater accra,Employed,Agriculture,13,2950.0,Yes,HIES
2753,Grace Nkrumah,F,16,12,western,Self-employed,Services,43,3000.0,no,lfs
2201,Kwame Owusu,Male,63,11,northern,Employed,Construction,55,4700.0,YES,HS
2202,Daniel Boateng,F,31,13,ashanti,emp,Services,66,6600.0,Yes,lfs
3375,Akosua Sarpong,male,62,4,Western,Self-employed,Agriculture,69,4600.0,Yes,lfs
3039,Joseph Brown,M,19,14,Volta,Not in Labour Force,Trade,42,7100.0,no,HIES
2564,Kwame Nkrumah,female,55,6,greater accra,emp,Construction,43,250.0,no,hs
2883,Adwoa Ofori,F,59,5,upper west,emp,Agriculture,34,2000.0,no,HS
2769,Adwoa Mensah,M,twenty-five,17,Greater Accra,Not in Labour Force,Public Sector,29,6300.0,YES,lfs
2700,Samuel Addo,male,28,14,Greater Accra,Unemployed,agric,forty,,Yes,LFS
2508,Abena Sarpong,female,36,16,Upper West,Informal,agric,67,7900.0,YES,HIES
3238,Ama Boateng,male,22,18,Eastern,Employed,Agriculture,forty,3450.0,No,lfs
2472,Rashid Asare,male,29,0,Upper West,Informal,agric,35,4450.0,No,lfs
2033,Ama Ofori,Female,56,9,Central,unemp,Services,51,6250.0,Yes,HIES
2272,Adwoa Mensah,male,51,12,Northern,Informal,Agriculture,5,5150.0,Yes,HS
2408,Grace Asare,M,53,18,eastern,unemp,Manufacturing,forty,6100.0,no,hs
2904,Yaw Owusu,Female,19,8,western,Self-employed,Trade,51,,no,lfs
2821,Adwoa Tetteh,female,44,20,eastern,Self-employed,Construction,7,2950.0,No,hies
2471,Emmanuel Ofori,Male,twenty-five,3,ashanti,Not in Labour Force,agric,67,5950.0,No,LFS
3026,Joseph Agyeman,Male,40,16,Eastern,unemp,agric,16,900.0,Yes,hies
2911,Abena Brown,Male,23,8,Upper East,Self-employed,Manufacturing,5,1500.0,No,HS
3429,Samuel Lee,male,51,21,Western,unemp,Construction,forty,1119.0,No,HIES
2383,Efua Owusu,Female,18,19,Volta,Unemployed,serv,23,1700.0,No,HIES
2275,Fatima Nkrumah,F,44,16,Upper West,Self-employed,Construction,43,6050.0,No,LFS
3018,Kojo Boateng,male,twenty-five,16,volta,Unemployed,Services,6,6750.0,YES,LFS
2007,Rashid Owusu,female,110,16,Upper East,Employed,Services,8,?,No,hies
2901,Grace Mensah,Male,33,1,volta,Not in Labour Force,Construction,15,7700.0,No,lfs
3029,Daniel Amankwah,Female,51,10,Northern,Employed,Trade,47,2500.0,No,lfs
3482,Efua Brown,male,34,15,Western,Unemployed,serv,24,7450.0,YES,lfs
2211,Samuel Ofori,male,46,17,Western,Self-employed,Public Sector,11,5600.0,No,HS
2123,Efua Addo,M,43,13,Ashanti,Employed,Manufacturing,9,4800.0,No,HS
3386,Irene Brown,Male,37,0,Upper East,emp,Trade,50,2450.0,YES,lfs
2826,Abena Doe,Male,34,6,Central,Unemployed,serv,24,5300.0,No,hs
2002,Fatima Nkrumah,M,60,1,Upper East,Not in Labour Force,Agriculture,45,150.0,no,hies
2814,Kofi Tetteh,M,31,7,volta,Employed,Public Sector,6,2650.0,No,hs
3170,Fatima Owusu,F,18,18,upper west,Not in Labour Force,Agriculture,2,6650.0,no,LFS
3120,Efua Boateng,female,60,1,eastern,Self-employed,Construction,51,1100.0,Yes,hies
3089,Isaac Agyeman,Male,43,1,greater accra,emp,serv,38,4700.0,YES,hs
2941,Selina Boateng,female,19,17,greater accra,Self-employed,agric,55,3900.0,Yes,LFS
2312,Emmanuel Doe,F,twenty-five,4,upper west,Not in Labour Force,Services,17,6250.0,Yes,HIES
2235,Isaac Doe,Male,54,2,central,unemp,Manufacturing,56,5900.0,YES,HIES
2101,Irene Asare,M,22,10,Upper West,Not in Labour Force,Trade,21,5500.0,no,hs
2319,Samuel Tetteh,Female,31,12,greater accra,unemp,Public Sector,42,4450.0,YES,hies
2339,Akosua Lee,male,16,13,upper west,Unemployed,Public Sector,64,6100.0,Yes,hs
2404,Michael Addo,Female,27,12,eastern,unemp,Services,18,500.0,No,LFS
2390,Irene Asare,M,16,3,ashanti,Self-employed,serv,7,4900.0,no,HIES
2104,Samuel Brown,Female,27,18,Greater Accra,emp,Trade,5,5500.0,No,HS
2197,Emmanuel Sarpong,F,53,4,Central,emp,Public Sector,41,6250.0,YES,lfs
3200,Irene Agyeman,female,25,5,upper east,Not in Labour Force,Public Sector,2,7100.0,Yes,HIES
2591,Selina Amankwah,female,32,3,Greater Accra,emp,serv,36,1150.0,No,LFS
2942,Kofi Nkrumah,female,34,9,Eastern,Self-employed,Trade,70,,YES,lfs
2622,Selina Amankwah,female,41,9,Central,Self-employed,Agriculture,50,7850.0,YES,LFS
2135,Fatima Lee,Female,55,14,Upper West,emp,Trade,15,2400.0,no,HS
3489,Akosua Addo,Female,55,3,Eastern,Unemployed,Public Sector,23,3700.0,Yes,HIES
2701,Grace Amankwah,male,39,8,western,Employed,Construction,69,4650.0,No,HS
2411,Yaw Mensah,male,45,11,eastern,Self-employed,Trade,5,5950.0,Yes,hies
2299,Kofi Agyeman,female,25,21,volta,Informal,serv,24,2250.0,YES,HS
3249,Kojo Brown,male,45,19,greater accra,Unemployed,Manufacturing,56,4950.0,no,hs
2669,Kofi Ofori,F,32,4,northern,Unemployed,agric,60,1300.0,No,hies
2465,Kwame Agyeman,Female,16,17,Western,unemp,Manufacturing,4,1600.0,Yes,HS
2600,Irene Agyeman,Male,31,0,Upper East,emp,Services,9,600.0,no,LFS
2552,Fatima Nkrumah,Female,64,12,Upper West,Employed,serv,65,600.0,Yes,hs
3153,Rashid Boateng,Female,15,8,northern,Self-employed,Construction,3,7550.0,No,HS
2161,Kojo Doe,Female,36,14,Northern,emp,Construction,58,4700.0,Yes,lfs
2636,Akosua Owusu,M,62,12,Eastern,Employed,Construction,35,2800.0,Yes,HIES
3476,Irene Addo,M,54,11,Eastern,Informal,Services,67,200.0,No,HIES
2457,Kojo Tetteh,M,41,16,Northern,Self-employed,agric,16,3350.0,Yes,HS
3492,Ama Lee,Male,29,1,Greater Accra,Unemployed,Agriculture,12,5500.0,Yes,lfs
2615,Rashid Sarpong,Male,24,14,Upper West,Unemployed,agric,24,1150.0,No,HIES
3130,Emmanuel Asare,Male,44,14,Greater Accra,Unemployed,Construction,17,600.0,No,HS
3324,Michael Asare,F,29,5,Upper West,Employed,Trade,43,450.0,No,LFS
3494,Ama Agyeman,male,29,13,central,Employed,serv,39,5250.0,Yes,HIES
2236,Ama Doe,Female,31,17,Upper West,Unemployed,Agriculture,5,1850.0,Yes,HIES
3383,Kwame Brown,F,42,19,Northern,emp,agric,0,5800.0,no,HIES
2086,Grace Agyeman,male,51,2,volta,emp,Services,12,7700.0,YES,HS
2366,Efua Mensah,F,56,3,volta,Employed,agric,23,1100.0,Yes,lfs
3437,Michael Lee,Male,65,10,greater accra,Unemployed,Public Sector,56,6850.0,No,lfs
2233,Efua Boateng,M,50,21,volta,Unemployed,Trade,24,4850.0,no,hs
3010,Joseph Brown,male,49,20,greater accra,Self-employed,Services,45,300.0,YES,lfs
2372,Irene Boateng,F,25,16,greater accra,Employed,Services,30,6800.0,Yes,HS
2017,Efua Doe,F,35,14,Volta,Unemployed,serv,66,1350.0,No,hies
2852,Kwame Tetteh,M,26,14,upper west,Unemployed,agric,17,5350.0,YES,HS
3071,Ama Asare,Male,23,11,central,Not in Labour Force,Agriculture,64,1950.0,no,HS
3203,Ama Sarpong,female,30,7,central,Employed,Public Sector,58,2950.0,No,LFS
2573,Kwame Doe,Female,45,3,Upper West,Employed,Services,35,1450.0,Yes,HIES
2345,Akosua Mensah,Female,16,8,Upper East,Employed,Services,0,1350.0,YES,HS
2130,Fatima Agyeman,female,31,11,eastern,Unemployed,Construction,47,4700.0,no,lfs
2270,Kojo Nkrumah,male,52,1,Northern,emp,Manufacturing,15,6650.0,No,LFS
2614,Irene Nkrumah,Male,59,13,Volta,Employed,Services,forty,6200.0,No,HIES
3408,Isaac Boateng,F,26,13,Central,Employed,Services,35,150.0,YES,HIES
2095,Kofi Agyeman,female,21,12,Eastern,Informal,Trade,19,7250.0,no,HIES
3264,Fatima Ofori,F,54,1,western,emp,Agriculture,44,800.0,YES,HS
3210,Kofi Addo,Female,twenty-five,2,western,emp,Public Sector,7,1950.0,Yes,hies
2628,Kwame Tetteh,female,19,9,Eastern,Employed,Public Sector,39,2300.0,Yes,hies
2196,Irene Agyeman,male,30,13,upper west,Informal,Trade,41,2400.0,No,HS
3322,Abena Boateng,M,33,12,northern,unemp,Agriculture,18,2500.0,Yes,HS
2243,Akosua Tetteh,female,52,12,Northern,unemp,agric,64,6900.0,Yes,HIES
2882,Fatima Addo,male,60,20,central,Informal,Trade,47,5900.0,YES,HIES
3104,Selina Tetteh,Male,15,6,Western,Not in Labour Force,Services,34,4950.0,No,hies
2680,Selina Amankwah,male,31,5,Ashanti,Informal,Agriculture,35,7450.0,YES,hs
2044,Isaac Tetteh,Male,twenty-five,5,northern,Self-employed,Agriculture,21,3650.0,Yes,lfs
2802,Adwoa Doe,F,17,17,upper east,Informal,Agriculture,forty,,no,HS
3045,Fatima Doe,F,41,13,Greater Accra,unemp,Trade,49,7550.0,No,lfs
2206,Joseph Mensah,male,twenty-five,4,Upper East,emp,Public Sector,15,7700.0,YES,hies
3303,Abena Ofori,Male,36,3,Central,Informal,Agriculture,66,7900.0,YES,lfs
2793,Fatima Owusu,female,45,5,ashanti,Unemployed,Services,60,150.0,YES,lfs
2362,Isaac Asare,Female,24,2,ashanti,unemp,agric,55,4250.0,no,lfs
2092,Kwame Agyeman,male,15,7,Western,Unemployed,Trade,16,950.0,YES,HIES
3175,Yaw Boateng,F,twenty-five,19,central,Self-employed,serv,11,7050.0,YES,hs
3232,Joseph Amankwah,Female,23,18,Western,Unemployed,Construction,50,6950.0,Yes,hies
2083,Yaw Addo,F,57,10,Eastern,Informal,agric,41,200.0,no,hs
3112,Emmanuel Ofori,Male,61,10,Northern,Employed,Construction,47,6900.0,YES,hs
3286,Efua Addo,Male,64,6,upper east,Informal,Services,23,450.0,No,hs
3166,Yaw Addo,M,16,21,northern,Self-employed,Manufacturing,33,1200.0,YES,lfs
3329,Yaw Owusu,M,39,15,central,emp,Manufacturing,56,3850.0,Yes,hs
2340,Grace Owusu,Male,twenty-five,13,Northern,Employed,Public Sector,50,5150.0,no,HS
3236,Fatima Agyeman,M,24,16,central,emp,agric,30,4450.0,Yes,LFS
3064,Kwame Ofori,female,52,1,volta,Informal,agric,2,400.0,Yes,hs
2734,Isaac Lee,female,35,12,upper east,Not in Labour Force,Agriculture,29,1250.0,YES,LFS
2097,Ama Tetteh,male,36,18,upper west,Employed,Services,40,1300.0,No,hs
2085,Adwoa Agyeman,Female,23,7,northern,Not in Labour Force,agric,24,,No,LFS
2818,Fatima Mensah,M,42,17,upper west,Informal,Trade,53,5200.0,No,LFS
2757,Kwame Ofori,M,39,8,upper west,Not in Labour Force,Services,31,6650.0,YES,HS
2703,Irene Ofori,female,40,2,Greater Accra,unemp,Services,32,2100.0,YES,LFS
2763,Selina Doe,male,41,8,Central,Self-employed,Manufacturing,22,2850.0,no,hies
3480,Fatima Sarpong,female,18,19,upper east,Informal,Agriculture,62,2000.0,no,hs
2315,Abena Lee,Female,65,6,upper west,Unemployed,Public Sector,44,1124.0,Yes,lfs
2885,Michael Asare,male,64,13,upper east,Unemployed,Agriculture,10,4650.0,no,HS
2779,Kwame Doe,M,23,14,Northern,Unemployed,Manufacturing,3,2300.0,Yes,hs
2711,Isaac Agyeman,male,64,4,Central,Unemployed,Public Sector,51,3250.0,No,hies
2620,Efua Doe,female,27,4,Central,unemp,serv,33,250.0,YES,LFS
3014,Joseph Boateng,female,40,2,Volta,emp,Agriculture,34,1650.0,YES,HS
2634,Abena Addo,M,30,7,greater accra,Employed,Trade,22,,no,hies
2556,Irene Ofori,male,29,15,Western,Employed,Agriculture,5,4200.0,YES,lfs
3197,Samuel Asare,F,20,19,Eastern,unemp,Agriculture,20,1518.0,No,lfs
2198,Kojo Doe,female,twenty-five,0,Eastern,Not in Labour Force,Construction,7,4950.0,Yes,hies
3433,Daniel Nkrumah,M,29,7,central,Not in Labour Force,Services,28,2350.0,no,HIES
2852,Kwame Tetteh,M,26,14,upper west,Unemployed,agric,17,5350.0,YES,HS
3293,Grace Brown,Male,27,11,eastern,unemp,Trade,13,7350.0,Yes,lfs
3403,Daniel Mensah,male,25,14,Upper East,emp,agric,61,?,YES,HIES
2979,Fatima Owusu,male,30,7,upper west,Not in Labour Force,Services,18,7950.0,Yes,hies
2785,Kwame Mensah,Female,57,20,ashanti,Not in Labour Force,Trade,1,3850.0,YES,lfs
3226,Kofi Boateng,male,60,19,Central,Informal,agric,33,3500.0,Yes,hies
2141,Selina Doe,female,29,9,Greater Accra,Not in Labour Force,Public Sector,40,7300.0,no,lfs
2915,Daniel Sarpong,F,59,7,Upper East,emp,Construction,57,1800.0,no,HIES
